id,name_en,name_en_override,name_ka,name_ka_override,name_ru_override,lat,lat_override,lon,lon_override,rotation,rotation_override,mergeParent,hubTarget,vehicleMode_override,provider_override,gondolaInfo_override
1:2217,Mikha Khelashvili Street,,მიხა ხელაშვილის ქუჩა,,,41.713938,,44.812162,,91,,,,,,
1:2218,Larekhi Deadlock,,ლარეხის ჩიხი,,,41.7139,,44.814777,,90,,,,,,
1:2219,Kukia Cemetery,,კუკიის სასაფლაო,,,41.714461,,44.818243,,9,,,,,,
1:2220,Kakha Manijashvili Street,,კახა მანიჟაშვილის ქუჩა,,,41.715502,,44.818272,,2,,,,,,
1:2221,Tsaishi Street #36,,ცაიშის ქუჩა #36,,,41.717742,,44.821959,,79,,,,,,
1:2247,Mikheil Chiaureli Street,,მიხეილ ჭიაურელის ქუჩა,,,41.773604,,44.774904,,360,,,,,,
1:2248,Mikheil Chiaureli Street,,მიხეილ ჭიაურელის ქუჩა,,,41.773702,,44.774791,,180,,,,,,
1:2252,Karlo Mebaghishvili Street,,კარლო მებაღიშვილის ქუჩა,,,41.81007,,44.819002,,22,,,,,,
1:2253,Tianeti Highway #43,,თიანეთის გზატკეცილი #43,,,41.811827,,44.819978,,23,,,,,,
1:2254,Zakaria Maisuradze Street,,ზაქარია მაისურაძის ქუჩა,,,41.813661,,44.821046,,25,,,,,,
1:2255,Zakaria Maisuradze Street,,ზაქარია მაისურაძის ქუჩა,,,41.813932,,44.821083,,207,,,,,,
1:2256,Tianeti Highway #70,,თიანეთის გზატკეცილი #70,,,41.811919,,44.819895,,203,,,,,,
1:2257,Karlo Mebaghishvili Street,,კარლო მებაღიშვილის ქუჩა,,,41.810194,,44.818937,,202,,,,,,
1:2258,Public School #5,,მე-5 საჯარო სკოლა,,,41.724821,,44.808949,,69,,,,,,
1:2259,Omar Kelaptrishvili Street,,ომარ კელაპტრიშვილის ქუჩა,,,41.726719,,44.812036,,142,,,,,,
1:2260,Uiaragho Street,,უიარაღოს ქუჩა,,,41.728753,,44.819981,,77,,,,,,
1:2261,Manana Loladze Street,,მანანა ლოლაძის ქუჩა,,,41.728973,,44.825919,,82,,,,,,
1:2271,Simon Mdivani Street,,სიმონ მდივანის ქუჩა,,,41.731867,,44.827421,,121,,,,,,
1:2272,Manana Loladze Street,,მანანა ლოლაძის ქუჩა,,,41.729173,,44.826421,,255,,,,,,
1:2273,Uiaragho Street,,უიარაღოს ქუჩა,,,41.728785,,44.819573,,249,,,,,,
1:2275,Nikoloz Khudadovi St #77,,ნიკოლოზ ხუდადოვის ქუჩა #77,,,41.7254,,44.811004,,262,,,,,,
1:2276,Public School #5,,მე-5 საჯარო სკოლა,,,41.724839,,44.808608,,246,,,,,,
1:2277,Nino Tkeshelashvili Street,,ნინო ტყეშელაშვილის ქუჩა,,,41.725244,,44.805148,,255,,,,,,
1:2278,Erosi Manjgaladze Street,,ეროსი მანჯგალაძის ქუჩა,,,41.725007,,44.802471,,275,,,,,,
1:2279,Zurab Muzashvili Street,,ზურაბ მუზაშვილის ქუჩა,,,41.727642,,44.731884,,169,,,,,,
1:2281,Ivane Javakhishvili Street,,ივანე ჯავახიშვილის ქუჩა,,,41.711063,,44.8009,,61,,,,,,
1:2285,Public School #128,,#128-ე საჯარო სკოლა,,,41.726036,,44.723129,,263,,,,,,
1:2289,Ramaz Chkhikvadze St #6,,რამაზ ჩხიკვაძის ქუჩა #6,,,41.728402,,44.733635,,250,,,,,,
1:2293,Hospitals' Complex,,საავადმყოფოების კომპლექსი,,,41.781765,,44.774464,,92,,,,,,
1:2294,Akaki Beliashvili St #104,,აკაკი ბელიაშვილის ქუჩა #104,,,41.778581,,44.781765,,196,,,,,,
1:2299,მამრაძის ქუჩა,,მამრაძის ქუჩა,,,41.717904,,44.802941,,83,,,,,,
1:2300,ქურდიანის ქუჩა,,ქურდიანის ქუჩა,,,41.718182,,44.806208,,83,,,,,,
1:2301,ტუბდისპანსერი,,ტუბდისპანსერი,,,41.72208,,44.809336,,12,,,,,,
1:2302,მარუაშვილის ქუჩა,,მარუაშვილის ქუჩა,,,41.718777,,44.808688,,54,,,,,,
1:2303,მარუაშვილის ქუჩა #9,,მარუაშვილის ქუჩა #9,,,41.720218,,44.809017,,11,,,,,,
1:2306,მარუაშვილის ქუჩა #34,,მარუაშვილის ქუჩა #34,,,41.720524,,44.808992,,188,,,,,,
1:2307,მარუაშვილის ქუჩა,,მარუაშვილის ქუჩა,,,41.718734,,44.808429,,235,,,,,,
1:2308,ქურდიანის ქუჩა,,ქურდიანის ქუჩა,,,41.7183,,44.806264,,263,,,,,,
1:2309,მამრაძის ქუჩა,,მამრაძის ქუჩა,,,41.717996,,44.802975,,261,,,,,,
1:2311,წინანაურის ქ. #93,,წინანაურის ქ. #93,,,41.676137,,44.813778,,274,,,,,,
1:2312,ორთაჭალის ქუჩა #80,,ორთაჭალის ქუჩა #80,,,41.676278,,44.815392,,74,,,,,,
1:2313,ორთაჭალის ქუჩა #54,,ორთაჭალის ქუჩა #54,,,41.677111,,44.817237,,215,,,,,,
1:2314,ორთაჭალის ქუჩა #38,,ორთაჭალის ქუჩა #38,,,41.678474,,44.819434,,62,,,,,,
1:2315,#144-ე საჯარო სკოლა,,#144-ე საჯარო სკოლა,,,41.678876,,44.821724,,62,,,,,,
1:2328,ორთაჭალის ქუჩა #13,,ორთაჭალის ქუჩა #13,,,41.678826,,44.82144,,239,,,,,,
1:2329,კალანდაძის ქუჩა,,კალანდაძის ქუჩა,,,41.678539,,44.819447,,240,,,,,,
1:2330,ორთაჭალის ქუჩა #56,,ორთაჭალის ქუჩა #56,,,41.677101,,44.81732,,36,,,,,,
1:2331,ორთაჭალის ქუჩა #87,,ორთაჭალის ქუჩა #87,,,41.676365,,44.815606,,264,,,,,,
1:2357,Lado Alexi Meskhishvili Street,,ლადო ალექსი მესხიშვილის ქუჩა,,,41.696519,,44.813825,,332,,,,,,
1:2358,Samreklo Street,,სამრეკლოს ქუჩა,,,41.698221,,44.813997,,31,,,,,,
1:2359,Kumisi Street,,კუმისის ქუჩა,,,41.700286,,44.8143,,301,,,,,,
1:2361,Platform 2506th Kilometers,,პლატფორმა 2506-ე კილომეტრი,,,41.701978,,44.811476,,309,,,,,,
1:2362,Mikheil Bukhaidze St #27,,მიხეილ ბუხაიძის ქუჩა #27,,,41.70276,,44.81032,,319,,,,,,
1:2363,Paliko Kintraia Street,,პალიკო კინტრაიას ქუჩა,,,41.703818,,44.808624,,315,,,,,,
1:2364,Mikheil Bukhaidze St #5,,მიხეილ ბუხაიძის ქუჩა #5,,,41.704754,,44.807495,,330,,,,,,
1:2365,Levan Gotua St #3,,ლევან გოთუას ქუჩა #3,,,41.728006,,44.774139,,328,,,,,,
1:2366,Levan Gotua St #5a,,ლევან გოთუას ქუჩა #5ა,,,41.730545,,44.773041,,350,,,,,,
1:2367,Levan Gotua St #23,,ლევან გოთუას ქუჩა #23,,,41.732426,41.73232,44.772574,44.77266,350,,,,,,
1:2368,Levan Gotua Park,,ლევან გოთუას პარკი,,,41.733296,,44.772415,,190,,,,,,
1:2369,Levan Gotua St #22,,ლევან გოთუას ქუჩა #22,,,41.731961,,44.772629,,174,,,,,,
1:2370,Levan Gotua St #16,,ლევან გოთუას ქუჩა #16,,,41.730497,,44.772995,,168,,,,,,
1:2371,Levan Gotua St #14,,ლევან გოთუას ქუჩა #14,,,41.727942,41.72792,44.774126,44.77403,137,,,,,,
1:2372,Mikheil Javakhishvili Street,,მიხეილ ჯავახიშვილის ქუჩა,,,41.70497,41.70497,44.791844,44.79189,338,,,,,,
1:2373,Mikheil Bukhaidze St #5,,მიხეილ ბუხაიძის ქუჩა #5,,,41.704732,,44.807447,,150,,,,,,
1:2374,Paliko Kintraia Street,,პალიკო კინტრაიას ქუჩა,,,41.704001,,44.808307,,125,,,,,,
1:2375,Mikheil Bukhaidze St #24,,მიხეილ ბუხაიძის ქუჩა #24,,,41.702759,,44.810234,,138,,,,,,
1:2376,Platform 2506th Kilometers,,პლატფორმა 2506-ე კილომეტრი,,,41.701862,,44.811529,,133,,,,,,
1:2378,Kumisi Street,,კუმისის ქუჩა,,,41.70028,,44.814166,,120,,,,,,
1:2379,Samreklo Street,,სამრეკლოს ქუჩა,,,41.697744,,44.813758,,201,,,,,,
1:2380,Lado Alexi Meskhishvili Street,,ლადო ალექსი მესხიშვილის ქუჩა,,,41.696364,,44.813814,,149,,,,,,
1:2381,Alexandre Kazbegi Avenue,,ალექსანდრე ყაზბეგის გამზირი,,,41.723268,41.72359,44.745807,44.7458,351,,,,,,
1:2382,Ketevan Maghalashvili Street,,ქეთევან მაღალაშვილის ქუჩა,,,41.77319,,44.803182,,28,,,,,,
1:2384,Mukhiani Heroes Park,,მუხიანელი გმირების სკვერი,,,41.785059,,44.830345,,273,,,,,,
1:2385,Nodar Dumbadze Ave #18,,ნოდარ დუმბაძის გამზირი კორპუსი #18,,,41.785279,,44.828129,,277,,,,,,
1:2386,Nodar Dumbadze Ave #4,,ნოდარ დუმბაძის გამზირი კორპუსი #4,,,41.784421,,44.826407,,218,,,,,,
1:2387,Nodar Dumbadze Street,,ნოდარ დუმბაძის ქუჩა,,,41.783239,,44.825734,,129,,,,,,
1:2388,Ketevan Maghalashvili Street,,ქეთევან მაღალაშვილის ქუჩა,,,41.773664,,44.803398,,208,,,,,,
1:2389,Tianeti Street,,თიანეთის ქუჩა,,,41.769759,,44.800197,,224,,,,,,
1:2390,Public School #15,,მე-15 საჯარო სკოლა,,,41.768147,,44.795667,,304,,,,,,
1:2391,"Ioseb Noneshvili St, #2",,"იოსებ ნონეშვილის ქუჩა, კორპუსი #2",,,41.78716,,44.82093,,41,,,,,,
1:2392,Saint Nino Street,,წმინდა ნინოს ქუჩა,,,41.788185,,44.822738,,96,,,,,,
1:2393,Ioseb Noneshvili St #11,,იოსებ ნონეშვილის ქუჩა #11,,,41.787855,,44.828516,,92,,,,,,
1:2395,Kindergarten #151,,#151-ე საბავშვო ბაღი,,,41.786503,,44.828931,,186,,,,,,
1:2396,"Ioseb Noneshvili St, #2",,"იოსებ ნონეშვილის ქუჩა, კორპუსი #2",,,41.787415,,44.821078,,222,,,,,,
1:2397,Alex Gobronidze St #17,,ალექსი გობრონიძის ქუჩა #17,,,41.786511,,44.820423,,131,,,,,,
1:2402,Sesilia Takaishvili Street,,სესილია თაყაიშვილის ქუჩა,,,41.709343,,44.87403,,133,,,,,,
1:2403,Public School #180,,#180-ე საჯარო სკოლა,,,41.708115,,44.879631,,273,,,,,,
1:2406,Ilia Sukhishvili Park,,ილია სუხიშვილის პარკი,,,41.702088,,44.873577,,289,,,,,,
1:2407,Varketili Mediateka,,ვარკეთილის მედიათეკა,,,41.699194,,44.870189,,213,,,,,,
1:2425,Mirkma-Migebeba Church,,მირქმის ეკლესია,,,41.728889,,44.724797,,264,,,,,,
1:2426,"Nutsubidze M/D-2, Bl-3",,"ნუცუბიძის II მ/რ, III კვარტალი",,,41.732452,,44.722542,,295,,,,,,
1:2432,"Nutsubidze M/D-2, Bl-3",,"ნუცუბიძის II მ/რ, III კვარტალი",,,41.732356,41.7323,44.722681,44.72269,118,,,,,,
1:2434,Irakli Gamrekeli Street,,ირაკლი გამრეკელის ქუჩა,,,41.727131,,44.735124,,83,,,,,,
1:2435,Mamia Gurieli Street,,მამია გურიელის ქუჩა,,,41.727642,,44.740325,,82,,,,,,
1:2475,"Kiketi, 9 Dzma Kherkheulidze Street",,"კიკეთი, 9 ძმა ხერხეულიძის ქუჩა",,,41.647296,,44.645978,,27,,,,,,
1:2478,Nutsubidze Plato V M/D Lane,,ნუცუბიძის პლატო V მ/რ-ის გადასახვევი,,,41.732766,41.73268,44.722823,44.72286,323,,,,,,
1:2479,Leo and Nodar Gabunia Street,,ლეო და ნოდარ გაბუნიების ქუჩა,,,41.734844,,44.720637,,321,,,,,,
1:2480,Avto Varazi St #29,,ავთო ვარაზის ქუჩა #29,,,41.736319,,44.718851,,317,,,,,,
1:2482,Village Lisi,,სოფელი ლისი,,,41.755547,,44.677352,,91,,,,,,
1:2483,Avto Varazi St #26,,ავთო ვარაზის ქუჩა #26,,,41.736037,,44.719039,,138,,,,,,
1:2484,Leo and Nodar Gabunia Street,,ლეო და ნოდარ გაბუნიების ქუჩა,,,41.734526,,44.720798,,143,,,,,,
1:2486,"Shindisi, Mikheil Javakhishvili Street",,"შინდისი, მიხეილ ჯავახიშვილის ქუჩა",,,41.668825,,44.770706,,248,,,,,,
1:2489,Zahesi Turnout,,ზაჰესის გადასახვევი,,,41.822948,,44.768973,,136,,,,,,
1:2497,Parnavaz Mepe Avenue,,ფარნავაზ მეფის გამზირი,,,41.792185,,44.764577,,180,,,,,,
1:2499,Giga Chikhladze Street,,გიგა ჩიხლაძის ქუჩა,,,41.685799,,44.870267,,195,,,,,,
1:2501,Parnavaz Mepe Avenue #21,,ფარნავაზ მეფის გამზირი #21,,,41.793121,,44.764934,,359,,,,,,
1:2503,Demetre Tavdadebuli St #2,,დემეტრე თავდადებულის ქუჩა #2,,,41.796516,,44.762549,,272,,,,,,
1:2506,Tarieli Street,,ტარიელის ქუჩა,,,41.787425,,44.75266,,88,,,,,,
1:2526,Mikheil Gakhokidze Street #113,,მიხეილ გახოკიძის ქუჩა #113,,,41.698736,,44.888569,,338,,,,,,
1:2573,Giorgi Papashvili Street,,გიორგი პაპაშვილის ქუჩა,,,41.789923,,44.770322,,1,,,,,,
1:2574,Mukhatgverdi Lane,,მუხათგვერდის გადასახვევი,,,41.79554,,44.770813,,3,,,,,,
1:2577,ფშავის ქუჩა #73,,ფშავის ქუჩა #73,,,41.70339,,44.81979,,48,,,,,,
1:2579,მუჯირიშვილის ქუჩა #12,,მუჯირიშვილის ქუჩა #12,,,41.704867,,44.823421,,203,,,,,,
1:2581,ფშავის ქუჩა #30,,ფშავის ქუჩა #30,,,41.70352,,44.819746,,232,,,,,,
1:2582,გედევანიშვილის ქუჩა,,გედევანიშვილის ქუჩა,,,41.702364,,44.818456,,200,,,,,,
1:2583,შილდის ქუჩა,,შილდის ქუჩა,,,41.701071,,44.818099,,209,,,,,,
1:2584,საინგილოს ქუჩა #10,,საინგილოს ქუჩა #10,,,41.699941,41.69993,44.81726,44.81725,143,,,,,,
1:2585,გუმბრის ქუჩა #14,,გუმბრის ქუჩა #14,,,41.698987,,44.815776,,244,,,,,,
1:2588,National Agency For Standards And Metrology,,სტანდარტებისა და მეტროლოგიის ეროვნული სააგენტო,,,41.767591,,44.797531,,44,,,,,,
1:2589,"Mukhiani M/D-4b, #29",,"მუხიანის IVბ მ/რ, კორპუსი #29",,,41.781705,,44.828253,,126,,,,,,
1:2590,Giorgi Avalishvili Street,,გიორგი ავალიშვილის ქუჩა,,,41.780325,,44.832456,,104,,,,,,
1:2591,"Mukhiani M/D-4b, #42",,"მუხიანის IVბ მ/რ, კორპუსი #42",,,41.779813,,44.835868,,283,,,,,,
1:2592,Giorgi Avalishvili Street,,გიორგი ავალიშვილის ქუჩა,,,41.780461,,44.832212,,285,,,,,,
1:2593,Avetik Isaakiani Street,,ავეტიკ ისააკიანის ქუჩა,,,41.782257,,44.827346,,125,,,,,,
1:2594,Abai Street,,აბაის ქუჩა,,,41.778113,,44.806267,,204,,,,,,
1:2597,Giorgi Leonidze Garden,,გიორგი ლეონიძის ბაღი,,,41.700618,,44.800884,,323,,,,,,
1:2601,M/S Isani,,"მ/ს ""ისანი""",,,41.686724,41.68671,44.841548,44.8416,359,,,HUB_1_3089,,,
1:2604,Akaki Beliashvili St number #99,,აკაკი ბელიაშვილის ქუჩა #99,,,41.770812,,44.779252,,3,,,,,,
1:2605,Akaki Beliashvili St #103,,აკაკი ბელიაშვილის ქუჩა #103,,,41.772616,,44.779842,,20,,,,,,
